จังหวัด,ประเภทสถานศึกษา,ชื่อสถานศึกษา,ระดับชั้น,ประเภทนักเรียน,ประเภทวิชา,สาขาวิชา,สาขางาน,จำนวน,หน่วย
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวช.2,ปกติ,อุตสาหกรรม,อิเล็กทรอนิกส์,อิเล็กทรอนิกส์,21,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวช.2,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,49,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวช.3,ทวิภาคี,พาณิชยกรรม/บริหารธุรกิจ,ธุรกิจค้าปลีก,ธุรกิจอาหารและบริการ,26,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวช.3,ทวิภาคี,อุตสาหกรรมท่องเที่ยว,การโรงแรม,การโรงแรม,19,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวช.3,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,18,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวช.3,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,คอมพิวเตอร์ธุรกิจ,44,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวช.3,ปกติ,อุตสาหกรรม,ช่างกลโรงงาน,เครื่องมือกล,18,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวช.3,ปกติ,อุตสาหกรรม,ช่างเชื่อมโลหะ,โครงสร้าง,7,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวช.3,ปกติ,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,ไฟฟ้ากำลัง,60,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวช.3,ปกติ,อุตสาหกรรม,ช่างยนต์,ยานยนต์,51,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวช.3,ปกติ,อุตสาหกรรม,ช่างอิเล็กทรอนิกส์,อิเล็กทรอนิกส์,20,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวส.1,ทวิภาคี,พาณิชยกรรม/บริหารธุรกิจ,การจัดการธุรกิจค้าปลีก,การจัดการธุรกิจค้าปลีก,17,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวส.1,ทวิภาคี,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,15,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวส.1,ทวิภาคี,อุตสาหกรรม,เทคนิคเครื่องกล,เทคนิคเครื่องกล,29,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวส.1,ทวิภาคี,อุตสาหกรรม,เทคนิคอุตสาหกรรม,เทคนิคอุตสาหกรรม,30,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวส.1,ทวิภาคี,อุตสาหกรรม,เทคโนโลยีอุตสาหกรรมตัวถังและสีรถยนต์,เทคโนโลยีอุตสาหกรรมตัวถังและสีรถยนต์,12,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวส.1,ทวิภาคี,อุตสาหกรรม,ไฟฟ้า,ไฟฟ้า,49,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวส.1,ทวิภาคี,อุตสาหกรรม,เมคคาทรอนิกส์และหุ่นยนต์,เมคคาทรอนิกส์และหุ่นยนต์,14,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวส.1,ทวิภาคี,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,22,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวส.1,ทวิภาคี,อุตสาหกรรมท่องเที่ยว,การโรงแรม,การโรงแรม,5,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวส.2,ทวิภาคี,พาณิชยกรรม/บริหารธุรกิจ,การจัดการธุรกิจค้าปลีก,การจัดการธุรกิจค้าปลีก,12,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวส.2,ทวิภาคี,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,17,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวส.2,ทวิภาคี,อุตสาหกรรม,เทคนิคเครื่องกล,เทคนิคเครื่องกล,22,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวส.2,ทวิภาคี,อุตสาหกรรม,เทคนิคเครื่องกล,เทคนิคยานยนต์,1,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวส.2,ทวิภาคี,อุตสาหกรรม,เทคนิคอุตสาหกรรม,เทคนิคอุตสาหกรรม,21,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวส.2,ทวิภาคี,อุตสาหกรรม,เทคนิคอุตสาหกรรม,เทคโนโลยีวิศวกรรมซ่อมบำรุงอุตสาหกรรม,1,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวส.2,ทวิภาคี,อุตสาหกรรม,ไฟฟ้า,ไฟฟ้า,47,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวส.2,ทวิภาคี,อุตสาหกรรม,เมคคาทรอนิกส์และหุ่นยนต์,เมคคาทรอนิกส์และหุ่นยนต์,5,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวส.2,ทวิภาคี,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,27,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพบางแก้วฟ้า (หลวงพ่อเปิ่นอุปถัมภ์),ปวส.2,ทวิภาคี,อุตสาหกรรมท่องเที่ยว,การโรงแรม,การโรงแรม,7,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.1,ทวิภาคี,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,6,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.1,ทวิภาคี,ศิลปกรรมและเศรษฐกิจสร้างสรรค์,ดิจิทัลกราฟิก,ดิจิทัลกราฟิก,13,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.1,ทวิภาคี,อุตสาหกรรม,ช่างกลโรงงาน,ช่างกลโรงงาน,10,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.1,ทวิภาคี,อุตสาหกรรม,ช่างเชื่อมโลหะ,ช่างเชื่อมโลหะ,7,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.1,ทวิภาคี,อุตสาหกรรม,ช่างไฟฟ้า,ช่างไฟฟ้า,28,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.1,ทวิภาคี,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,25,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.1,ทวิภาคี,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,13,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.1,ทวิภาคี,อุตสาหกรรมท่องเที่ยว,การโรงแรม,การโรงแรม,9,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.2,ทวิภาคี,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,6,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.2,ทวิภาคี,ศิลปกรรมและเศรษฐกิจสร้างสรรค์,ดิจิทัลกราฟิก,ดิจิทัลกราฟิก,15,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.2,ทวิภาคี,อุตสาหกรรม,ช่างกลโรงงาน,ช่างกลโรงงาน,2,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.2,ทวิภาคี,อุตสาหกรรม,ช่างเชื่อมโลหะ,ช่างเชื่อมโลหะ,4,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.2,ทวิภาคี,อุตสาหกรรม,ช่างไฟฟ้า,ช่างไฟฟ้า,25,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.2,ทวิภาคี,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,22,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.2,ทวิภาคี,อุตสาหกรรม,อิเล็กทรอนิกส์,อิเล็กทรอนิกส์,8,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.2,ทวิภาคี,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,10,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.2,ทวิภาคี,อุตสาหกรรมท่องเที่ยว,การโรงแรม,การโรงแรม,4,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.2,ทวิภาคี,อุตสาหกรรมอาหาร,อาหารและโภชนาการ,อาหารและโภชนาการ,2,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.3,ทวิภาคี,คหกรรม,อาหารและโภชนาการ,อาหารและโภชนาการ,2,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.3,ทวิภาคี,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,16,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.3,ทวิภาคี,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,คอมพิวเตอร์ธุรกิจ,16,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.3,ทวิภาคี,ศิลปกรรม,คอมพิวเตอร์กราฟิก,คอมพิวเตอร์กราฟิก,20,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.3,ทวิภาคี,อุตสาหกรรม,ช่างกลโรงงาน,เครื่องมือกล,12,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.3,ทวิภาคี,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,ไฟฟ้ากำลัง,33,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.3,ทวิภาคี,อุตสาหกรรม,ช่างยนต์,ยานยนต์,31,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.3,ทวิภาคี,อุตสาหกรรม,ช่างอิเล็กทรอนิกส์,อิเล็กทรอนิกส์,1,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวช.3,ทวิภาคี,อุตสาหกรรมท่องเที่ยว,การโรงแรม,การโรงแรม,9,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวส.1,ทวิภาคี,ศิลปกรรมและเศรษฐกิจสร้างสรรค์,ดิจิทัลกราฟิก,ดิจิทัลกราฟิก,4,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวส.1,ทวิภาคี,อุตสาหกรรม,เทคนิคเครื่องกล,เทคนิคเครื่องกล,10,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวส.1,ทวิภาคี,อุตสาหกรรม,เทคโนโลยีอิเล็กทรอนิกส์,เทคโนโลยีอิเล็กทรอนิกส์,4,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวส.1,ทวิภาคี,อุตสาหกรรม,ไฟฟ้า,ไฟฟ้า,25,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวส.1,ทวิภาคี,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,3,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวส.1,ทวิภาคี,อุตสาหกรรมท่องเที่ยว,การโรงแรม,การโรงแรม,6,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวส.2,ทวิภาคี,ศิลปกรรมและเศรษฐกิจสร้างสรรค์,ดิจิทัลกราฟิก,ดิจิทัลกราฟิก,9,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวส.2,ทวิภาคี,อุตสาหกรรม,เทคนิคการผลิต,เทคนิคการผลิต,1,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวส.2,ทวิภาคี,อุตสาหกรรม,เทคนิคเครื่องกล,เทคนิคเครื่องกล,5,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวส.2,ทวิภาคี,อุตสาหกรรม,เทคโนโลยีอิเล็กทรอนิกส์,เทคโนโลยีอิเล็กทรอนิกส์,4,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวส.2,ทวิภาคี,อุตสาหกรรม,ไฟฟ้า,ไฟฟ้า,4,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวส.2,ทวิภาคี,อุตสาหกรรม,ไฟฟ้า,ไฟฟ้ากำลัง,1,คน
นครปฐม,รัฐ,วิทยาลัยการอาชีพพุทธมณฑล,ปวส.2,ทวิภาคี,อุตสาหกรรมท่องเที่ยว,การโรงแรม,การโรงแรม,4,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.1,ปกติ,อุตสาหกรรม,ช่างกลโรงงาน,ช่างกลโรงงาน,28,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.1,ปกติ,อุตสาหกรรม,ช่างก่อสร้าง,ช่างก่อสร้าง,15,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.1,ปกติ,อุตสาหกรรม,ช่างเชื่อมโลหะ,ช่างเชื่อมโลหะ,10,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.1,ปกติ,อุตสาหกรรม,ช่างซ่อมบำรุง,ช่างซ่อมบำรุง,25,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.1,ปกติ,อุตสาหกรรม,ช่างไฟฟ้า,ช่างไฟฟ้า,120,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.1,ปกติ,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,81,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.1,ปกติ,อุตสาหกรรม,ยานยนต์ไฟฟ้า,ยานยนต์ไฟฟ้า,12,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.1,ปกติ,อุตสาหกรรม,สถาปัตยกรรม,สถาปัตยกรรม,14,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.1,ปกติ,อุตสาหกรรม,อิเล็กทรอนิกส์,อิเล็กทรอนิกส์,16,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.1,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,ช่างเทคนิคคอมพิวเตอร์,ช่างเทคนิคคอมพิวเตอร์,12,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.2,ปกติ,อุตสาหกรรม,ช่างกลโรงงาน,ช่างกลโรงงาน,17,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.2,ปกติ,อุตสาหกรรม,ช่างก่อสร้าง,ช่างก่อสร้าง,19,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.2,ปกติ,อุตสาหกรรม,ช่างเชื่อมโลหะ,ช่างเชื่อมโลหะ,1,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.2,ปกติ,อุตสาหกรรม,ช่างซ่อมบำรุง,ช่างซ่อมบำรุง,7,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.2,ปกติ,อุตสาหกรรม,ช่างไฟฟ้า,ช่างไฟฟ้า,55,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.2,ปกติ,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,57,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.2,ปกติ,อุตสาหกรรม,เมคคาทรอนิกส์และหุ่นยนต์,เมคคาทรอนิกส์และหุ่นยนต์,3,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.2,ปกติ,อุตสาหกรรม,สถาปัตยกรรม,สถาปัตยกรรม,8,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.2,ปกติ,อุตสาหกรรม,อิเล็กทรอนิกส์,อิเล็กทรอนิกส์,22,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.2,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,ช่างเทคนิคคอมพิวเตอร์,ช่างเทคนิคคอมพิวเตอร์,4,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.2,ผู้พิการ,อุตสาหกรรม,ช่างกลโรงงาน,ช่างกลโรงงาน,1,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.2,ผู้พิการ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,ช่างเทคนิคคอมพิวเตอร์,ช่างเทคนิคคอมพิวเตอร์,1,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.3,ทวิภาคี,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,ไฟฟ้ากำลัง,21,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.3,ทวิภาคี,อุตสาหกรรม,ช่างยนต์,ยานยนต์,17,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.3,ปกติ,อุตสาหกรรม,ช่างกลโรงงาน,เครื่องมือกล,38,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.3,ปกติ,อุตสาหกรรม,ช่างก่อสร้าง,ก่อสร้าง,18,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.3,ปกติ,อุตสาหกรรม,ช่างเชื่อมโลหะ,โครงสร้าง,9,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.3,ปกติ,อุตสาหกรรม,ช่างซ่อมบำรุง,ซ่อมบำรุงอุตสาหกรรม,18,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.3,ปกติ,อุตสาหกรรม,ช่างเทคนิคคอมพิวเตอร์,เทคนิคคอมพิวเตอร์,12,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.3,ปกติ,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,ไฟฟ้ากำลัง,57,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.3,ปกติ,อุตสาหกรรม,ช่างยนต์,ยานยนต์,43,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.3,ปกติ,อุตสาหกรรม,ช่างอิเล็กทรอนิกส์,อิเล็กทรอนิกส์,26,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวช.3,ปกติ,อุตสาหกรรม,สถาปัตยกรรม,สถาปัตยกรรม,15,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวส.1,ทวิภาคี,อุตสาหกรรม,ช่างก่อสร้าง,ช่างก่อสร้าง,14,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวส.1,ทวิภาคี,อุตสาหกรรม,เทคนิคการผลิต,เทคนิคการผลิต,9,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวส.1,ทวิภาคี,อุตสาหกรรม,เทคนิคเครื่องกล,เทคนิคเครื่องกล,48,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวส.1,ทวิภาคี,อุตสาหกรรม,เทคนิคยานยนต์ไฟฟ้า,เทคนิคยานยนต์ไฟฟ้า,4,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวส.1,ทวิภาคี,อุตสาหกรรม,เทคนิคโลหะ,เทคนิคโลหะ,10,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวส.1,ทวิภาคี,อุตสาหกรรม,เทคนิคสถาปัตยกรรม,เทคนิคสถาปัตยกรรม,6,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวส.1,ทวิภาคี,อุตสาหกรรม,เทคนิคอุตสาหกรรม,เทคนิคอุตสาหกรรม,15,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวส.1,ทวิภาคี,อุตสาหกรรม,เทคโนโลยีอิเล็กทรอนิกส์,เทคโนโลยีอิเล็กทรอนิกส์,15,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวส.1,ทวิภาคี,อุตสาหกรรม,ไฟฟ้า,ไฟฟ้า,60,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวส.1,ทวิภาคี,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีคอมพิวเตอร์,เทคโนโลยีคอมพิวเตอร์,4,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวส.2,ทวิภาคี,อุตสาหกรรม,ช่างก่อสร้าง,ช่างก่อสร้าง,21,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวส.2,ทวิภาคี,อุตสาหกรรม,เทคนิคการผลิต,เทคนิคการผลิต,5,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวส.2,ทวิภาคี,อุตสาหกรรม,เทคนิคเครื่องกล,เทคนิคเครื่องกล,23,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวส.2,ทวิภาคี,อุตสาหกรรม,เทคนิคยานยนต์ไฟฟ้า,เทคนิคยานยนต์ไฟฟ้า,9,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวส.2,ทวิภาคี,อุตสาหกรรม,เทคนิคโลหะ,เทคนิคโลหะ,3,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวส.2,ทวิภาคี,อุตสาหกรรม,เทคนิคอุตสาหกรรม,เทคนิคอุตสาหกรรม,12,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวส.2,ทวิภาคี,อุตสาหกรรม,เทคโนโลยีอิเล็กทรอนิกส์,เทคโนโลยีอิเล็กทรอนิกส์,10,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวส.2,ทวิภาคี,อุตสาหกรรม,ไฟฟ้า,ไฟฟ้า,63,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวส.2,ทวิภาคี,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีคอมพิวเตอร์,เทคโนโลยีคอมพิวเตอร์,17,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวส.2,ปกติ,อุตสาหกรรม,ช่างก่อสร้าง,ก่อสร้าง,3,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวส.2,ปกติ,อุตสาหกรรม,เทคนิคอุตสาหกรรม,เทคโนโลยีวิศวกรรมซ่อมบำรุงอุตสาหกรรม,5,คน
นครปฐม,รัฐ,วิทยาลัยเทคนิคนครปฐม,ปวส.2,ปกติ,อุตสาหกรรม,ไฟฟ้า,ไฟฟ้ากำลัง,2,คน
นครปฐม,รัฐ,วิทยาลัยสารพัดช่างนครปฐม,ปวช.2,ทวิภาคี,อุตสาหกรรม,ช่างไฟฟ้า,ช่างไฟฟ้า,4,คน
นครปฐม,รัฐ,วิทยาลัยสารพัดช่างนครปฐม,ปวช.2,ทวิภาคี,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,6,คน
นครปฐม,รัฐ,วิทยาลัยสารพัดช่างนครปฐม,ปวช.2,ทวิภาคี,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,24,คน
นครปฐม,รัฐ,วิทยาลัยสารพัดช่างนครปฐม,ปวช.3,ทวิภาคี,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,2,คน
