จังหวัด,ประเภทสถานศึกษา,ชื่อสถานศึกษา,ระดับชั้น,ประเภทนักเรียน,ประเภทวิชา,สาขาวิชา,สาขางาน,จำนวน,หน่วย
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวช.1,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,16,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวช.1,ปกติ,อุตสาหกรรม,ช่างไฟฟ้า,ช่างไฟฟ้า,19,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวช.1,ปกติ,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,51,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวช.1,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,19,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวช.1,ปกติ,อุตสาหกรรมท่องเที่ยว,การท่องเที่ยว,การท่องเที่ยว,5,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวช.1,ปกติ,อุตสาหกรรมท่องเที่ยว,การโรงแรม,การโรงแรม,24,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวช.2,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,10,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวช.2,ปกติ,อุตสาหกรรม,ช่างไฟฟ้า,ช่างไฟฟ้า,11,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวช.2,ปกติ,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,37,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวช.2,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,17,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวช.2,ปกติ,อุตสาหกรรมท่องเที่ยว,การท่องเที่ยว,การท่องเที่ยว,12,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวช.2,ปกติ,อุตสาหกรรมท่องเที่ยว,การโรงแรม,การโรงแรม,12,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวช.3,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,14,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวช.3,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,คอมพิวเตอร์ธุรกิจ,20,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวช.3,ปกติ,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,ไฟฟ้ากำลัง,20,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวช.3,ปกติ,อุตสาหกรรม,ช่างยนต์,ยานยนต์,66,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวช.3,ปกติ,อุตสาหกรรมท่องเที่ยว,การโรงแรม,การโรงแรม,15,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวส.1,ทวิภาคี,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,7,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวส.1,ทวิภาคี,อุตสาหกรรม,เทคนิคเครื่องกล,เทคนิคเครื่องกล,12,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวส.1,ทวิภาคี,อุตสาหกรรมท่องเที่ยว,การโรงแรม,การโรงแรม,7,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวส.1,ภาคสมทบ,พาณิชยกรรม/บริหารธุรกิจ,การจัดการธุรกิจ,การจัดการธุรกิจ,27,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวส.2,ทวิภาคี,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,5,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวส.2,ทวิภาคี,อุตสาหกรรม,เทคนิคเครื่องกล,เทคนิคเครื่องกล,8,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวส.2,ทวิภาคี,อุตสาหกรรม,เทคนิคเครื่องกล,เทคนิคยานยนต์,1,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวส.2,ทวิภาคี,อุตสาหกรรมท่องเที่ยว,การโรงแรม,การโรงแรม,1,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวส.2,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การจัดการ,การจัดการ,2,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวส.2,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การจัดการธุรกิจ,การจัดการธุรกิจ,2,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพคลองท่อม,ปวส.2,ภาคสมทบ,พาณิชยกรรม/บริหารธุรกิจ,การจัดการธุรกิจ,การจัดการธุรกิจ,12,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวช.1,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,18,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวช.1,ปกติ,อุตสาหกรรม,ช่างไฟฟ้า,ช่างไฟฟ้า,39,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวช.1,ปกติ,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,45,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวช.1,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,34,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวช.1,ปกติ,อุตสาหกรรมท่องเที่ยว,การท่องเที่ยว,การท่องเที่ยว,18,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวช.1,ปกติ,อุตสาหกรรมท่องเที่ยว,การโรงแรม,การโรงแรม,23,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวช.1,ปกติ,อุตสาหกรรมอาหาร,อาหารและโภชนาการ,อาหารและโภชนาการ,6,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวช.2,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,13,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวช.2,ปกติ,อุตสาหกรรม,ช่างไฟฟ้า,ช่างไฟฟ้า,27,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวช.2,ปกติ,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,19,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวช.2,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,15,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวช.2,ปกติ,อุตสาหกรรมท่องเที่ยว,การท่องเที่ยว,การท่องเที่ยว,11,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวช.2,ปกติ,อุตสาหกรรมท่องเที่ยว,การโรงแรม,การโรงแรม,16,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวช.2,ปกติ,อุตสาหกรรมอาหาร,อาหารและโภชนาการ,อาหารและโภชนาการ,12,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวช.3,ปกติ,คหกรรม,อาหารและโภชนาการ,อาหารและโภชนาการ,9,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวช.3,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,15,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวช.3,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,คอมพิวเตอร์ธุรกิจ,26,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวช.3,ปกติ,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,ไฟฟ้ากำลัง,21,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวช.3,ปกติ,อุตสาหกรรม,ช่างยนต์,ยานยนต์,38,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวช.3,ปกติ,อุตสาหกรรมท่องเที่ยว,การท่องเที่ยว,การท่องเที่ยว,11,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวช.3,ปกติ,อุตสาหกรรมท่องเที่ยว,การโรงแรม,การโรงแรม,20,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวส.1,ทวิภาคี,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,5,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวส.1,ทวิภาคี,อุตสาหกรรม,เทคนิคเครื่องกล,เทคนิคเครื่องกล,10,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวส.1,ทวิภาคี,อุตสาหกรรม,ไฟฟ้า,ไฟฟ้า,17,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวส.1,ทวิภาคี,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,29,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวส.1,ทวิภาคี,อุตสาหกรรมท่องเที่ยว,การท่องเที่ยว,การท่องเที่ยว,6,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวส.1,ทวิภาคี,อุตสาหกรรมท่องเที่ยว,การโรงแรม,การโรงแรม,10,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวส.1,ทวิภาคี,อุตสาหกรรมอาหาร,อาหารและโภชนาการ,อาหารและโภชนาการ,10,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวส.2,ทวิภาคี,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,9,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวส.2,ทวิภาคี,อุตสาหกรรม,เทคนิคเครื่องกล,เทคนิคเครื่องกล,8,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวส.2,ทวิภาคี,อุตสาหกรรม,เทคนิคเครื่องกล,เทคนิคยานยนต์,2,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวส.2,ทวิภาคี,อุตสาหกรรม,ไฟฟ้า,ไฟฟ้า,17,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวส.2,ทวิภาคี,อุตสาหกรรม,ไฟฟ้า,ไฟฟ้ากำลัง,1,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวส.2,ทวิภาคี,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,13,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวส.2,ทวิภาคี,อุตสาหกรรมท่องเที่ยว,การโรงแรม,การโรงแรม,6,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวส.2,ทวิภาคี,อุตสาหกรรมท่องเที่ยว,การโรงแรม,บริการอาหารและเครื่องดื่ม,2,คน
กระบี่,รัฐ,วิทยาลัยการอาชีพอ่าวลึก,ปวส.2,ทวิภาคี,อุตสาหกรรมอาหาร,อาหารและโภชนาการ,อาหารและโภชนาการ,14,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวช.1,เกษตรปฏิรูป,เกษตรกรรมและประมง,เกษตรศาสตร์,เกษตรศาสตร์,40,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวช.1,ปกติ,เกษตรกรรมและประมง,ประมง,ประมง,10,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวช.1,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,14,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวช.1,ปกติ,อุตสาหกรรมท่องเที่ยว,การท่องเที่ยว,การท่องเที่ยว,14,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวช.1,อศ.กช,เกษตรกรรมและประมง,เกษตรศาสตร์,เกษตรศาสตร์,70,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวช.2,เกษตรปฏิรูป,เกษตรกรรมและประมง,เกษตรศาสตร์,เกษตรศาสตร์,35,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวช.2,ปกติ,เกษตรกรรมและประมง,ประมง,ประมง,8,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวช.2,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,15,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวช.2,ปกติ,อุตสาหกรรมท่องเที่ยว,การท่องเที่ยว,การท่องเที่ยว,3,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวช.2,อศ.กช,เกษตรกรรมและประมง,เกษตรศาสตร์,เกษตรศาสตร์,29,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวช.3,เกษตรปฏิรูป,เกษตรกรรม,เกษตรศาสตร์,การผลิตพืช,13,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวช.3,เกษตรปฏิรูป,เกษตรกรรม,เกษตรศาสตร์,การผลิตสัตว์,5,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวช.3,เกษตรปฏิรูป,เกษตรกรรม,เกษตรศาสตร์,ช่างเกษตร,15,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวช.3,เกษตรปฏิรูป,เกษตรกรรม,เกษตรศาสตร์,ธุรกิจเกษตร,2,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวช.3,เกษตรปฏิรูป,เกษตรกรรม,เกษตรศาสตร์,ผลิตสัตว์น้ำ,9,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวช.3,ปกติ,เกษตรกรรม,เกษตรศาสตร์,การผลิตสัตว์,1,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวช.3,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,คอมพิวเตอร์ธุรกิจ,13,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวช.3,ปกติ,อุตสาหกรรมท่องเที่ยว,การท่องเที่ยว,การท่องเที่ยว,4,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวช.3,อศ.กช,เกษตรกรรม,เกษตรศาสตร์,การเกษตร,1,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวส.1,ทวิภาคี,เกษตรกรรมและประมง,พืชศาสตร์,พืชศาสตร์,11,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวส.1,ทวิภาคี,เกษตรกรรมและประมง,สัตวศาสตร์,สัตวศาสตร์,18,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวส.1,ทวิภาคี,อุตสาหกรรมท่องเที่ยว,การจัดการธุรกิจท่องเที่ยวเกษตรเชิงนิเวศ,การจัดการธุรกิจท่องเที่ยวเกษตรเชิงนิเวศ,3,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวส.1,ปกติ,เกษตรกรรมและประมง,เกษตรศาสตร์,เกษตรศาสตร์,10,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวส.1,ปกติ,เกษตรกรรมและประมง,เพาะเลี้ยงสัตว์น้ำ,เพาะเลี้ยงสัตว์น้ำ,24,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวส.2,ทวิภาคี,เกษตรกรรมและประมง,พืชศาสตร์,พืชศาสตร์,9,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวส.2,ทวิภาคี,เกษตรกรรมและประมง,สัตวศาสตร์,สัตวศาสตร์,6,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวส.2,ทวิภาคี,อุตสาหกรรมท่องเที่ยว,การจัดการธุรกิจท่องเที่ยวเกษตรเชิงนิเวศ,การจัดการธุรกิจท่องเที่ยวเกษตรเชิงนิเวศ,5,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวส.2,ปกติ,เกษตรกรรมและประมง,เกษตรศาสตร์,เกษตรศาสตร์,14,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวส.2,ปกติ,เกษตรกรรมและประมง,เพาะเลี้ยงสัตว์น้ำ,เพาะเลี้ยงสัตว์น้ำ,5,คน
กระบี่,รัฐ,วิทยาลัยเกษตรและเทคโนโลยีกระบี่,ปวส.2,ผู้พิการ,เกษตรกรรมและประมง,เพาะเลี้ยงสัตว์น้ำ,เพาะเลี้ยงสัตว์น้ำ,1,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.1,ทวิภาคี,อุตสาหกรรม,ช่างซ่อมบำรุงเรือ,ช่างซ่อมบำรุงเรือ,22,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.1,ทวิภาคี,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,22,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.1,ทวิภาคี,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีสารสนเทศ ,เทคโนโลยีสารสนเทศ,1,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.1,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การจัดการสำนักงานดิจิทัล,การจัดการสำนักงานดิจิทัล,40,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.1,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,การตลาด,32,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.1,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,53,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.1,ปกติ,อุตสาหกรรม,ช่างกลโรงงาน,ช่างกลโรงงาน,61,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.1,ปกติ,อุตสาหกรรม,ช่างก่อสร้าง,ช่างก่อสร้าง,74,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.1,ปกติ,อุตสาหกรรม,ช่างไฟฟ้า,ช่างไฟฟ้า,92,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.1,ปกติ,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,127,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.1,ปกติ,อุตสาหกรรม,อิเล็กทรอนิกส์,อิเล็กทรอนิกส์,29,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.1,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,ช่างเทคนิคคอมพิวเตอร์,ช่างเทคนิคคอมพิวเตอร์,14,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.1,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,55,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.1,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีสารสนเทศ ,เทคโนโลยีสารสนเทศ,39,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.1,ปกติ,อุตสาหกรรมท่องเที่ยว,การท่องเที่ยว,การท่องเที่ยว,84,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.1,ปกติ,อุตสาหกรรมท่องเที่ยว,การโรงแรม,การโรงแรม,93,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.1,ปกติ,อุตสาหกรรมอาหาร,อาหารและโภชนาการ,อาหารและโภชนาการ,25,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.2,ทวิภาคี,อุตสาหกรรม,ช่างซ่อมบำรุงเรือ,ช่างซ่อมบำรุงเรือ,15,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.2,ทวิภาคี,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,11,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.2,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การจัดการสำนักงานดิจิทัล,การจัดการสำนักงานดิจิทัล,26,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.2,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,การตลาด,24,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.2,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,48,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.2,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,ภาษาต่างประเทศธุรกิจบริการ,ภาษาต่างประเทศธุรกิจบริการ,7,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.2,ปกติ,อุตสาหกรรม,ช่างกลโรงงาน,ช่างกลโรงงาน,28,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.2,ปกติ,อุตสาหกรรม,ช่างก่อสร้าง,ช่างก่อสร้าง,47,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.2,ปกติ,อุตสาหกรรม,ช่างซ่อมบำรุงเรือ,ช่างซ่อมบำรุงเรือ,1,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.2,ปกติ,อุตสาหกรรม,ช่างไฟฟ้า,ช่างไฟฟ้า,70,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.2,ปกติ,อุตสาหกรรม,ช่างยนต์,ช่างยนต์,69,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.2,ปกติ,อุตสาหกรรม,อิเล็กทรอนิกส์,อิเล็กทรอนิกส์,19,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.2,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,ช่างเทคนิคคอมพิวเตอร์,ช่างเทคนิคคอมพิวเตอร์,18,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.2,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีธุรกิจดิจิทัล,เทคโนโลยีธุรกิจดิจิทัล,39,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.2,ปกติ,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เทคโนโลยีสารสนเทศ ,เทคโนโลยีสารสนเทศ,31,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.2,ปกติ,อุตสาหกรรมท่องเที่ยว,การท่องเที่ยว,การท่องเที่ยว,44,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.2,ปกติ,อุตสาหกรรมท่องเที่ยว,การโรงแรม,การโรงแรม,45,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.2,ปกติ,อุตสาหกรรมอาหาร,อาหารและโภชนาการ,อาหารและโภชนาการ,9,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.3,ทวิภาคี,อุตสาหกรรม,ช่างซ่อมบำรุงเรือ,ซ่อมบำรุงเรือยอร์ช,10,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.3,ทวิภาคี,อุตสาหกรรม,ช่างยนต์,จักรยานยนต์และเครื่องยนต์เล็กอเนกประสงค์,2,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.3,ทวิภาคี,อุตสาหกรรม,ช่างยนต์,ยานยนต์,25,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.3,ทวิภาคี,อุตสาหกรรม,ช่างอิเล็กทรอนิกส์,อิเล็กทรอนิกส์,1,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.3,ปกติ,คหกรรม,อาหารและโภชนาการ,อาหารและโภชนาการ,33,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.3,ปกติ,เทคโนโลยีสารสนเทศและการสื่อสาร,เทคโนโลยีสารสนเทศ,การโปรแกรมคอมพิวเตอร์ เว็บ และอุปกรณ์เคลื่อนที่,38,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.3,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การจัดการสำนักงาน,การจัดการสำนักงาน,17,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.3,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,การตลาด,33,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.3,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,45,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.3,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,การเลขานุการ ,การเลขานุการ ,21,คน
